src,trg,Temperature,Pressure,DynViscosity,Density,ElecConductivity
FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,353.15,100.0,0.01243,1264.2,2.23
FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,361.15,100.0,0.01065,1259.0,3.31
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](COCCCCCCCCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](COCCCCCCCCC)(C)C,298.1,101.325,0.232,1244.0,0.042
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,283.15,89.3,0.42,1086.6,0.069
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,293.15,89.3,0.2337,1080.1,0.136
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,298.15,89.3,0.1691,1077.0,0.184
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,298.15,89.3,0.1691,1077.0,0.234
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,298.15,89.3,0.1691,1076.7,0.184
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,298.15,89.3,0.1691,1076.7,0.234
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,298.15,89.3,0.1488,1077.0,0.184
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,298.15,89.3,0.1488,1077.0,0.234
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,298.15,89.3,0.1488,1076.7,0.184
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,298.15,89.3,0.1488,1076.7,0.234
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,303.15,89.3,0.1215,1073.8,0.247
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,303.15,101.325,0.1385,1070.37,0.1909
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,313.15,89.3,0.0823,1067.3,0.417
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,313.15,101.325,0.0805,1064.41,0.3193
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,323.15,89.3,0.0513,1061.5,0.713
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,323.15,101.325,0.05078,1058.54,0.4983
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,333.15,89.3,0.0356,1055.2,1.112
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,333.15,101.325,0.034,1052.73,0.7383
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,343.15,89.3,0.0225,1049.2,1.615
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,343.15,101.325,0.02394,1046.89,1.04
C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,C(=O)[O-].C(CCC)[N+]1=CN(C=C1)C,353.15,89.3,0.0175,1044.0,2.25
CCC[N+]1(CCCC1)C.C(=[N-])=NC#N,CCC[N+]1(CCCC1)C.C(=[N-])=NC#N,313.15,101.0,0.0186,1026.0,2.67
CCC[N+]1(CCCC1)C.C(=[N-])=NC#N,CCC[N+]1(CCCC1)C.C(=[N-])=NC#N,333.15,101.0,0.0117,1015.0,4.44
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,298.15,101.325,0.0588,1401.26,0.248
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,303.15,101.325,0.0534,1396.46,0.281
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,313.15,101.325,0.0384,1387.91,0.325
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,323.15,101.325,0.0285,1379.82,0.358
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,333.15,101.325,0.0213,1370.97,0.414
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,343.15,101.325,0.0171,1361.67,0.519
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)C,353.15,101.325,0.0141,1353.3,0.634
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,293.15,100.0,0.839,1571.3,0.025
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,298.15,100.0,0.569,1566.8,0.036
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,303.15,100.0,0.398,1562.3,0.05
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,308.15,100.0,0.286,1557.8,0.068
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,313.15,100.0,0.2111,1553.3,0.09
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,318.15,100.0,0.1587,1548.8,0.117
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[N+](CCO)(CCO)CCO,323.15,100.0,0.122,1544.3,0.149
CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),298.1,101.325,0.091,1340.0,0.18
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,273.1,101.325,4.561,1110.8,0.008
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,278.1,101.325,2.822,1107.4,0.012
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,283.1,101.325,1.815,1103.9,0.017
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,288.1,101.325,1.207,1100.5,0.025
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,293.1,101.325,0.827,1097.1,0.034
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,298.1,101.325,0.581,1093.8,0.046
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,303.1,101.325,0.422,1090.2,0.06
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,308.1,101.325,0.312,1086.9,0.078
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,313.1,101.325,0.2333,1083.6,0.098
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,318.1,101.325,0.1791,1080.3,0.124
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,323.1,101.325,0.1398,1077.1,0.153
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,328.1,101.325,0.1109,1073.9,0.193
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,333.1,101.325,0.0891,1070.7,0.232
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,338.1,101.325,0.0726,1067.5,0.279
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,343.1,101.325,0.0598,1064.4,0.329
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,348.1,101.325,0.0498,1061.2,0.385
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,353.1,101.325,0.04194,1058.1,0.447
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,358.1,101.325,0.03563,1054.9,0.514
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,363.1,101.325,0.03053,1051.8,0.584
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,368.1,101.325,0.02636,1048.8,0.661
S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,S(=O)(=O)(OCCCCCCCC)[O-].C(C)N1C=[N+](C=C1)C,373.1,101.325,0.02292,1045.7,0.731
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,293.15,101.325,0.1143,1557.1,0.1303
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,298.15,101.325,0.0882,1551.8,0.1665
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,303.15,101.325,0.0684,1546.4,0.209
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,308.15,101.325,0.0541,1539.3,0.258
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,313.15,101.325,0.0432,1535.7,0.313
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,318.15,101.325,0.0351,1528.7,0.374
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,323.15,101.325,0.0289,1525.0,0.44
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,328.15,101.325,0.0244,1518.0,0.514
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,333.15,101.325,0.0203,1514.3,0.593
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,338.15,101.325,0.0173,1507.2,0.676
CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCCCCCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,343.15,101.325,0.0148,1503.6,0.769
CCCCN1C=C[N+](=C1)C.[I-],CCCCN1C=C[N+](=C1)C.[I-],303.15,101.325,0.28,1450.0,0.05
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,283.15,101.325,0.1335,1567.0,0.27
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,293.15,101.325,0.0749,1556.7,0.401
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,298.15,101.325,0.0581,1551.2,0.456
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,303.15,101.325,0.0459,1546.3,0.512
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,313.15,101.325,0.0303,1536.2,0.631
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,323.15,101.325,0.021,1526.0,0.759
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,333.15,101.325,0.0153,1515.9,0.886
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,343.15,101.325,0.0115,1505.7,1.013
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCN1C=[N+](C=C1)C,353.15,101.325,0.0089,1495.8,1.13
FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](C)(C)COCCCCCC,FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](C)(C)COCCCCCC,298.1,101.325,0.193,1315.0,0.07
C(#N)NC#N.C(CCCCC)[N+]1(CCOCC1)C,C(#N)NC#N.C(CCCCC)[N+]1(CCOCC1)C,298.15,101.325,0.518,1069.7,0.0701
CC[N+](C)(C)CCOC.[B-](F)(F)(F)C(F)(F)(F),CC[N+](C)(C)CCOC.[B-](F)(F)(F)C(F)(F)(F),298.1,101.325,0.097,1270.0,0.25
FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[P+](CSC)(CCCC)CCCC,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[P+](CSC)(CCCC)CCCC,293.0,100.0,0.256,1207.0,0.0652
C[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),C[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),298.1,101.325,0.088,1370.0,0.19
[N+](=O)([O-])[O-].CN1C=N[N+](=C1)CCC,[N+](=O)([O-])[O-].CN1C=N[N+](=C1)CCC,308.2,101.325,0.1279,1229.9,0.275
[N+](=O)([O-])[O-].CN1C=N[N+](=C1)CCC,[N+](=O)([O-])[O-].CN1C=N[N+](=C1)CCC,318.2,101.325,0.0724,1224.8,0.399
FC(S(=O)(=O)[O-])(F)F.C[NH+](CCC)C,FC(S(=O)(=O)[O-])(F)F.C[NH+](CCC)C,303.0,101.325,0.0332,1269.0,0.901
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,273.15,101.325,0.584,1546.8,0.053
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,278.15,101.325,0.401,1541.5,0.075
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,283.15,101.325,0.2842,1536.2,0.103
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,288.15,101.325,0.2072,1530.9,0.136
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,293.15,101.325,0.1549,1525.6,0.177
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,298.15,101.325,0.1177,1520.3,0.225
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,303.15,101.325,0.0913,1515.1,0.28
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,313.15,101.325,0.0579,1504.7,0.415
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,323.15,101.325,0.03933,1494.4,0.585
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,333.15,101.325,0.02784,1484.2,0.787
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,343.15,101.325,0.02058,1474.1,1.014
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C[NH+](C(CC)=O)C,353.15,101.325,0.01567,1464.0,1.277
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],293.15,101.325,0.0968,996.2,0.31
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],298.15,101.325,0.0786,993.5,0.36
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],303.15,101.325,0.0636,990.8,0.44
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],308.15,101.325,0.0527,988.1,0.51
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],313.15,101.325,0.044,985.4,0.59
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],318.15,101.325,0.0372,982.8,0.68
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],323.15,101.325,0.0314,980.1,0.78
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],328.15,101.325,0.02692,977.5,0.87
C(=O)[O-].C(CC)[NH3+],C(=O)[O-].C(CC)[NH3+],333.15,101.325,0.02332,974.8,1.0
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,283.15,101.325,0.1712,1438.1,0.178
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,293.15,101.325,0.0989,1428.9,0.241
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,298.15,101.325,0.0775,1424.4,0.273
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,303.15,101.325,0.0618,1419.9,0.306
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,313.15,101.325,0.0412,1411.0,0.377
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,323.15,101.325,0.0287,1402.0,0.451
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,333.15,101.325,0.0208,1393.2,0.528
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.COCCC[N+]1(CCCC1)C,343.15,101.325,0.0156,1384.5,0.595
