Temperature/K,Pressure/kPa,Specific_density[Liquid]/kg/m3,cmp1ID,cmp1name,SMILES,Viscosity[Liquid]/Pa&#8226;s,Electrical_conductivity[Liquid]/S/m
323,101.325,1350.2,ABiCca,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)N1C=[N+](C=C1)C,0.02668,0.548
328,101.325,1345.7,ABiCca,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)N1C=[N+](C=C1)C,0.0223,0.634
308,101.325,1363.2,ABiCca,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCCC)N1C=[N+](C=C1)C,0.04607,0.3275
363,101.325,1383.6,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00496,5.57
353,101.325,1346.6,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.01273,1.492
343,101.325,1401.1,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00679,4.13
333,101.325,1410.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00822,3.48
303,101.325,1437.2,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0167,1.86
353,101.325,1392.3,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.00574,4.82
293,101.325,1446.4,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0223,1.43
343,101.325,1355.3,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.01613,1.165
298,101.325,1214.34,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.1603,0.242
363,101.325,1338.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.01033,1.55
333,101.325,1363.9,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.02131,0.884
313,101.325,1381.6,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.0413,0.4923
323,101.325,1372.7,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.0291,0.6735
293,101.325,1399.6,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.0998,0.15
373,101.325,1329.0,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.00845,1.89
303,101.325,1390.5,ABdMFR,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,0.0626,0.3396
288,101.325,1221.64,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.3124,0.1282
333,101.325,1190.07,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.0295,1.12
373,101.325,1374.5,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0044,6.36
313,101.325,1428.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0129,2.35
363,101.325,1288.0,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0088,3.22
323,101.325,1419.0,ABEAMK,1-ethyl-3-methyl-1H-imidazolium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)N1C=[N+](C=C1)C,0.0102,2.89
323,101.325,1318.9,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0202,1.56
303,101.325,1302.7,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.0425,0.339
313,101.325,1294.8,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.0307,0.485
323,101.325,1287.1,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.0233,0.663
343,101.325,1271.8,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.0142,1.11
333,101.325,1279.4,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.018,0.872
363,101.325,1256.8,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.01028,1.669
293,101.325,1310.6,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.0614,0.223
353,101.325,1264.2,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.0114,1.377
373,101.325,1248.9,ABJzJH,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[N+]1(CCCC1)C,0.00861,1.986
303,101.325,1334.8,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0348,0.97
293,101.325,1342.9,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0478,0.72
323,101.325,1196.96,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.0442,0.785
313,101.325,1326.8,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0261,1.25
353,101.325,1295.6,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0105,2.75
343,101.325,1303.3,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0128,2.32
333,101.325,1311.0,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0159,1.92
373,101.325,1279.9,ABHPsL,1-methyl-1-propylpyrrolidinium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C[N+]1(CCCC1)CCC,0.0076,3.74
283,101.325,1225.36,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.457,0.089
308,101.325,1175.9,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.1079,0.339
318,101.325,1200.36,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.05655,0.643
298,101.325,1182.8,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.1999,0.1854
313,101.325,1172.7,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.0778,0.439
323,101.325,1166.0,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.0469,0.687
318,101.325,1169.2,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.0662,0.555
333,101.325,1159.1,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.0301,1.021
328,101.325,1162.5,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.042,0.847
288,101.325,1189.8,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.423,0.0911
303,101.325,1179.5,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.138,0.254
283,101.325,1193.3,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.624,0.0601
293,101.325,1186.3,AAtemV,1-butyl-4-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=C(C=C1)C,0.271,0.1318
328,101.325,1162.2,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.039,0.851
283,101.325,1193.0,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.524,0.0764
323,101.325,1165.6,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.0482,0.704
333,101.325,1159.0,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.033,1.014
298,101.325,1182.6,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.1769,0.21
328,101.325,1193.36,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.03734,0.943
288,101.325,1189.5,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.354,0.1106
293,101.325,1186.1,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.247,0.1549
313,101.325,1172.4,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.0764,0.461
318,101.325,1168.9,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.06,0.575
308,101.325,1175.7,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.0994,0.364
303,101.325,1179.2,AAteAG,1-butyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC(=C1)C,0.13,0.281
313,101.325,1203.87,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.0705,0.519
293,101.325,1218.02,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.2205,0.1807
308,101.325,1207.32,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.091,0.412
293,101.325,1099.5,ABETPF,N-octyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCCC[N+]1=CC=CC(=C1)C,0.668,0.0266
323,101.325,1079.3,ABETPF,N-octyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCCC[N+]1=CC=CC(=C1)C,0.1,0.1632
283,101.325,1106.2,ABETPF,N-octyl-3-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCCC[N+]1=CC=CC(=C1)C,1.524,0.01146
303,101.325,1210.91,AAquXI,1-butylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1,0.1195,0.321
283,101.325,1309.8,ABDWrN,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.201,0.14
298,101.325,1297.8,ABDWrN,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.0867,0.29
293,101.325,1301.7,ABDWrN,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.113,0.23
333,101.325,1270.1,ABDWrN,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.0218,0.724
353,101.325,1254.4,ABDWrN,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.0122,1.575
313,101.325,1285.7,ABDWrN,1-butyl-3-methylimidazolium trifluoromethanesulfonate,CCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.0444,0.358
333,101.325,1348.0,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.01502,2.246
323,101.325,1356.0,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.01948,1.82
353,101.325,1332.0,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.00984,3.287
313,101.325,1365.0,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.0262,1.419
343,101.325,1340.0,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.01173,2.756
298,101.325,1378.0,AAyCSX,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,CCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[O-],0.0433,0.91
318,101.325,1037.22,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.01796,1.715
288,101.325,1473.7,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.1446,0.1637
298,101.325,1464.2,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.084,0.28
318,101.325,1445.4,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.03512,0.629
308,101.325,1043.21,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.0253,1.236
323,101.325,1034.21,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.01541,1.989
313,101.325,1040.26,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.02117,1.466
293,101.325,1052.56,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.0474,0.672
303,101.325,1046.36,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.03066,1.027
288,101.325,1055.64,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.0608,0.526
328,101.325,1031.21,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.01335,2.28
298,101.325,1049.45,AApeAj,1-butyl-3-methylpyridinium dicyanamide,[N-](C#N)C#N.C(CCC)[N+]1=CC(=CC=C1)C,0.0321,0.838
328,101.325,1436.1,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.02495,0.866
308,101.325,1454.8,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.0526,0.435
293,101.325,1469.0,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.1091,0.216
313,101.325,1450.0,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.04272,0.524
288,101.325,1515.4,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.1288,0.1989
303,101.325,1459.5,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.06561,0.353
283,101.325,1520.3,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.1719,0.1508
333,101.325,1472.0,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.02131,1.085
328,101.325,1476.8,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.02474,0.945
313,101.325,1491.1,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.04124,0.589
303,101.325,1500.8,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.06156,0.403
308,101.325,1495.9,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.05011,0.492
318,101.325,1486.3,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.03439,0.698
293,101.325,1510.5,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.0985,0.258
298,101.325,1505.6,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.0771,0.326
323,101.325,1440.7,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.02939,0.742
283,101.325,1478.5,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.199,0.1202
323,101.325,1481.5,ABZTJS,1-ethyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+]1=C(C=CC=C1)C,0.029,0.815
333,101.325,1431.4,ABcDTm,2-methyl-1-propylpyridinium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1)CCC,0.0215,1.0
333,101.325,1178.4,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.0382,0.64
323,101.325,1185.2,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.0889,0.419
318,101.325,1188.5,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.1147,0.331
328,101.325,1181.8,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.0703,0.526
293,101.325,1205.4,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.568,0.0703
303,101.325,1198.7,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.276,0.142
313,101.325,1191.9,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.15,0.254
308,101.325,1195.2,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.202,0.1926
298,101.325,1202.0,AAteYX,1-butyl-2-methylpyridinium tetrafluoroborate,[B-](F)(F)(F)F.CCCC[N+]1=CC=CC=C1C,0.389,0.1012
323,101.325,1266.7,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.01735,2.85
308,101.325,1277.9,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.02722,2.02
283,101.325,1297.0,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.0678,0.896
288,101.325,1293.2,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.05865,0.611
298,101.325,1285.5,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.03884,1.356
293,101.325,1289.4,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.04734,1.305
303,101.325,1281.7,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.03231,1.788
313,101.325,1274.2,AAmDWl,1-ethyl-3-methylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCN1C=C[N+](=C1)C,0.02319,2.28
288,101.325,1111.12,ABCNEm,1-methyl-3-octylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,0.673,0.0312
308,101.325,1097.49,ABCNEm,1-methyl-3-octylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,0.1882,0.0992
318,101.325,1090.78,ABCNEm,1-methyl-3-octylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,0.1164,0.167
323,101.325,1087.45,ABCNEm,1-methyl-3-octylimidazolium tetrafluoroborate,[B-](F)(F)(F)F.CCCCCCCCN1C=C[N+](=C1)C,0.0887,0.205
