src,trg,Temperature,DynViscosity,Density,ElecConductivity
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],303,0.0423,1209.3,0.547
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],313,0.0279,1201.9,0.782
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],323,0.0196,1194.5,1.05
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],328,0.0167,1191.0,0.988
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],333,0.0144,1187.0,1.38
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],338,0.0125,1183.0,1.301
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],343,0.0109,1180.0,1.75
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],348,0.0096,1177.0,1.658
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],308,0.0339,1205.9,0.504
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],298,0.0529,1212.8,0.332
CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],CCCCN1C=C[N+](=C1)C.C(=O)(C(F)(F)F)[O-],318,0.0233,1197.9,0.723
CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],294,0.0348,1010.0,0.75
CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],CCCC[N+]1(CCCC1)C.C(=C(C#N)C#N)=[N-],304,0.0243,1004.0,1.02
C(CCC)N1C=[N+](C=C1)C.C(#N)C(C#N)C#N,C(CCC)N1C=[N+](C=C1)C.C(#N)C(C#N)C#N,304,0.0219,1043.0,1.16
C(CCC)N1C=[N+](C=C1)C.C(#N)C(C#N)C#N,C(CCC)N1C=[N+](C=C1)C.C(#N)C(C#N)C#N,286,0.0495,1055.0,0.56
C(C=C)N1C=[N+](C=C1)CCOC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C=C)N1C=[N+](C=C1)CCOC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,309,0.0237,1437.0,0.546
C(C=C)N1C=[N+](C=C1)CCOC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C=C)N1C=[N+](C=C1)CCOC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,328,0.0131,1419.4,0.935
C(C=C)N1C=[N+](C=C1)CCOC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C=C)N1C=[N+](C=C1)CCOC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338,0.01,1409.9,1.18
C(C=C)N1C=[N+](C=C1)CCOC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C=C)N1C=[N+](C=C1)CCOC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,348,0.0082,1401.3,1.475
C(CCC)N1C=[N+](C=C1)C.NCC(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCC(=O)[O-],323,0.217,1095.5,0.0403
C(CCC)N1C=[N+](C=C1)C.NCC(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCC(=O)[O-],313,0.412,1101.6,0.0187
C(CCC)N1C=[N+](C=C1)C.NCC(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCC(=O)[O-],303,0.86,1107.8,0.0075
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,338,0.0425,1091.5,0.128
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,353,0.0223,1079.4,0.207
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,348,0.0273,1083.5,0.184
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,343,0.0337,1087.4,0.156
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,333,0.0564,1095.6,0.113
CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),308,0.0672,1374.0,0.1149
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,328,0.0715,1099.2,0.096
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,323,0.0908,1104.0,0.0778
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,318,0.118,1107.8,0.061
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,313,0.158,1111.4,0.0475
C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,C(CCCCCCC)[NH2+]CC[NH3+].FC(C(=O)[O-])(F)F.FC(C(=O)[O-])(F)F,308,0.211,1115.6,0.0365
C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,318,0.0233,1472.0,0.83
C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,323,0.0198,1467.2,0.955
C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,328,0.0171,1462.5,1.083
CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),298,0.1154,1402.0,0.1037
CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),293,0.1558,1409.0,0.0923
CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),288,0.2186,1426.0,0.0791
CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),283,0.317,1441.0,0.0656
CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),313,0.02989,1429.0,0.1618
CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),308,0.03608,1441.0,0.1612
CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),303,0.04441,1452.0,0.1594
CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),298,0.05565,1462.0,0.155
CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),293,0.0708,1476.0,0.149
CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),288,0.0922,1488.0,0.1426
CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),283,0.1256,1509.0,0.1363
C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,333,0.0149,1457.7,1.223
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),313,0.0693,1281.0,0.0769
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),308,0.0887,1292.0,0.0741
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),303,0.1167,1303.0,0.0679
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),293,0.2132,1330.0,0.0512
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),288,0.2993,1340.0,0.0421
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),283,0.431,1352.0,0.0339
CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),298,0.1555,1314.0,0.0601
C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(CC)[N+]1=CC=CC=C1.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,338,0.0135,1453.1,1.365
CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),303,0.087,1384.0,0.1115
CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),313,0.05302,1365.0,0.1157
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),278,0.314,1556.0,0.1389
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),288,0.1646,1548.0,0.253
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),298,0.0958,1539.0,0.423
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),308,0.0607,1530.0,0.639
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),318,0.041,1522.0,0.91
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),338,0.02181,1504.0,1.606
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),348,0.01683,1496.0,2.02
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),358,0.01336,1487.0,2.49
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),368,0.01087,1478.0,3.08
C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Hg-2](SC#N)(SC#N)(SC#N)(SC#N),328,0.02928,1513.0,1.232
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),368,0.01157,1166.8,2.47
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),358,0.01468,1173.7,1.96
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),338,0.02604,1187.4,1.191
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),298,0.1558,1214.9,0.2473
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),318,0.0554,1201.2,0.614
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),308,0.089,1208.0,0.405
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),278,0.672,1228.6,0.0667
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),328,0.03695,1194.3,0.874
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),288,0.303,1221.8,0.1353
CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),313,0.06063,1325.0,0.09
CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),308,0.0784,1330.0,0.0889
CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),303,0.1035,1341.0,0.0824
CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),298,0.1534,1356.0,0.0737
CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),293,0.192,1365.0,0.0634
CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),288,0.2733,1379.0,0.0527
CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),CCCCCC[NH+]=C(N(C)(C))N(C)C.[Fe-](Br)(Cl)(Cl)(Cl),283,0.4,1395.0,0.0427
C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Zn-2](SC#N)(SC#N)(SC#N)(SC#N),348,0.01919,1180.5,1.551
C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),308,2.166,1169.5,0.0421
C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),318,1.0554,1162.9,0.0781
C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),338,0.33,1149.6,0.209
C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),348,0.2041,1142.9,0.316
C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),358,0.1325,1136.2,0.45
C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),368,0.0962,1129.6,0.616
C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),C[N+]1C=CN(CCCC)C=1.[Al-3](SC#N)(SC#N)(SC#N)(SC#N)(SC#N)(SC#N),328,0.567,1156.2,0.1324
CCCCN1C=C[N+](=C1)C.C(#N)[S-],CCCCN1C=C[N+](=C1)C.C(#N)[S-],368,0.00613,1025.8,4.21
CCCCN1C=C[N+](=C1)C.CC(=O)[O-],CCCCN1C=C[N+](=C1)C.CC(=O)[O-],278,2.39,1065.1,0.008
CCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,358,0.01023,1638.73,2.429
CCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,CCN1C=C[N+](=C1)C.C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,278,0.1666,1732.93,0.224
CCCCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],CCCCN1C=C[N+](=C1)C.CS(=O)(=O)[O-],358,0.0259,1134.9,0.81
CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,283,0.215,1331.0,0.059
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(CCCCCCC)(=O)[O-],C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(CCCCCCC)(=O)[O-],343,0.0527,853.7,0.01977
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(CCCCC)(=O)[O-],C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(CCCCC)(=O)[O-],343,0.0465,857.5,0.026
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(CCCCCCC)(=O)[O-],C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(CCCCCCC)(=O)[O-],313,0.179,872.1,0.0057
C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(CCCCCCC)(=O)[O-],C(CCCCC)[P+](CCCCCCCCCCCCCC)(CCCCCC)CCCCCC.C(CCCCCCC)(=O)[O-],333,0.0752,859.8,0.01369
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],318,0.0456,961.2,0.588
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],333,0.0254,951.8,0.873
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],328,0.0306,955.0,0.761
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],323,0.0372,958.0,0.67
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],313,0.0571,964.4,0.511
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],308,0.072,967.5,0.443
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],303,0.0927,970.7,0.384
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],298,0.121,973.8,0.332
C(CCC)[NH3+].C(=O)[O-],C(CCC)[NH3+].C(=O)[O-],293,0.16,977.0,0.287
CCCCN.CC(=O)O,CCCCN.CC(=O)O,298,0.546,956.0,0.065
CCCCN.CC(=O)O,CCCCN.CC(=O)O,303,0.397,952.9,0.082
CCCCN.CC(=O)O,CCCCN.CC(=O)O,313,0.222,946.8,0.128
CCCCN.CC(=O)O,CCCCN.CC(=O)O,293,0.772,959.0,0.051
CCCCN.CC(=O)O,CCCCN.CC(=O)O,308,0.295,949.9,0.103
CCCCN.CC(=O)O,CCCCN.CC(=O)O,318,0.164,943.7,0.159
C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],298,1.1692,1192.0,0.0161
C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],303,0.8,1188.5,0.0257
C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],313,0.405,1181.8,0.0518
C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],318,0.298,1178.3,0.0697
C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],323,0.225,1174.8,0.0922
C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],293,1.761,1195.2,0.0098
C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],C(CCC)N1C=[N+](C=C1)C.NCCS(=O)(=O)[O-],308,0.562,1185.2,0.0356
CCCCN.CC(=O)O,CCCCN.CC(=O)O,323,0.126,940.8,0.197
CCCCN.CC(=O)O,CCCCN.CC(=O)O,328,0.095,937.8,0.244
CCCCN.CC(=O)O,CCCCN.CC(=O)O,333,0.0779,934.7,0.299
CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,CCCCCCCCN1C=C[N+](=C1)C.F[P-](F)(F)(F)(F)F,295,0.883,1236.0,0.088
C(C)[N+](CCCC)(C)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,C(C)[N+](CCCC)(C)CC.FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F,298,0.114,1357.9,0.16
C[N+]1=CNC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,C[N+]1=CNC=C1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,328,0.0334,1607.5,1.27
CN1C=[N+](C=C1)CCC.N[C@@H](CO)C(=O)[O-],CN1C=[N+](C=C1)CCC.N[C@@H](CO)C(=O)[O-],323,0.408,1165.7,0.116
