298,101.325,1284.0,ABudwa,"2-hydroxy-N,N-dimethyl-N-[(octyloxy)methyl]ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.OCC[N+](COCCCCCCCC)(C)C,0.149,0.088,"2-hydroxyethyl-dimethyl-(octoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1309.0,ABrssd,"N-[(heptyloxy)methyl]-2-hydroxy-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(CCCCCC)OC[N+](CCO)(C)C,0.134,0.118,"heptoxymethyl-(2-hydroxyethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1343.0,ABpIig,"N-[(hexyloxy)methyl]-2-hydroxy-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(CCCCC)OC[N+](CCO)(C)C,0.114,0.127,"hexoxymethyl-(2-hydroxyethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1378.0,ABmYns,"2-hydroxy-N,N-dimethyl-N-[(pentyloxy)methyl]ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.OCC[N+](COCCCCC)(C)C,0.1,0.142,"2-hydroxyethyl-dimethyl-(pentoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1386.0,ABjojZ,"N-(butoxymethyl)-2-hydroxy-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(CCC)OC[N+](CCO)(C)C,0.09,0.16,"butoxymethyl-(2-hydroxyethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1420.0,ABhDGX,"2-hydroxy-N,N-dimethyl-N-(propoxymethyl)ethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.OCC[N+](COCCC)(C)C,0.084,0.169,"2-hydroxyethyl-dimethyl-(propoxymethyl)azanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1453.0,ABeTjW,"N-(ethoxymethyl)-2-hydroxy-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)OC[N+](CCO)(C)C,0.073,0.179,"ethoxymethyl-(2-hydroxyethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1359.0,ABrsmu,"2-(acetyloxy)-N-(butoxymethyl)-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](C)(C)COCCCC,0.183,0.092,"2-acetyloxyethyl-(butoxymethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
298,101.325,1297.0,ABzxrt,"2-(acetyloxy)-N-[(heptyloxy)methyl]-N,N-dimethylethanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",FC(S(=O)(=O)NS(=O)(=O)C(F)(F)F)(F)F.C(C)(=O)OCC[N+](C)(C)COCCCCCCC,0.2,0.06,"2-acetyloxyethyl-(heptoxymethyl)-dimethylazanium;1,1,1-trifluoro-N-(trifluoromethylsulfonyl)methanesulfonamide"
293,101.325,1290.0,ABsNOk,"2,3-dimethyl-1-octylpyridinium bis(trifluoromethylsulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.CC1=[N+](C=CC=C1C)CCCCCCCC,0.27,0.0409,"bis(trifluoromethylsulfonyl)azanide;2,3-dimethyl-1-octylpyridin-1-ium"
298,101.325,1163.7,AAoWKe,4-methyl-4-propylmorpholinium N-cyanocyanamide,C(#N)NC#N.C[N+]1(CCOCC1)CCC,0.401,0.133,cyanocyanamide;4-methyl-4-propylmorpholin-4-ium
298,101.325,1118.3,AArHeq,4-butyl-4-methylmorpholinium N-cyanocyanamide,C(#N)NC#N.C(CCC)[N+]1(CCOCC1)C,0.404,0.141,4-butyl-4-methylmorpholin-4-ium;cyanocyanamide
298,101.325,1122.4,AAtrFh,4-methyl-4-pentylmorpholinium N-cyanocyanamide,C(#N)NC#N.C[N+]1(CCOCC1)CCCCC,0.513,0.073,cyanocyanamide;4-methyl-4-pentylmorpholin-4-ium
298,101.325,1069.7,AAwbbq,4-hexyl-4-methylmorpholinium N-cyanocyanamide,C(#N)NC#N.C(CCCCC)[N+]1(CCOCC1)C,0.521,0.074,cyanocyanamide;4-hexyl-4-methylmorpholin-4-ium
298,101.325,1063.1,AAzLIf,4-heptyl-4-methylmorpholinium N-cyanocyanamide,C(#N)NC#N.C(CCCCCC)[N+]1(CCOCC1)C,0.6,0.027,cyanocyanamide;4-heptyl-4-methylmorpholin-4-ium
298,101.325,1034.7,ABBwgc,4-methyl-4-octylmorpholinium N-cyanocyanamide,C(#N)NC#N.C[N+]1(CCOCC1)CCCCCCCC,0.668,0.022,cyanocyanamide;4-methyl-4-octylmorpholin-4-ium
298,101.325,1032.5,ABEgTC,4-methyl-4-nonylmorpholinium N-cyanocyanamide,C(#N)NC#N.C[N+]1(CCOCC1)CCCCCCCCC,0.723,0.016,cyanocyanamide;4-methyl-4-nonylmorpholin-4-ium
298,101.325,1590.0,ADPPlP,"1,1-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl) amide",C1CCC[N+]1(C)CCOCCOCCOCC[N+]1(C)CCCC1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)(F),0.279,0.099,bis(trifluoromethylsulfonyl)azanide;1-methyl-1-[2-[2-[2-[2-(1-methylpyrrolidin-1-ium-1-yl)ethoxy]ethoxy]ethoxy]ethyl]pyrrolidin-1-ium
298,101.325,1610.0,ADXoNI,"1,1-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl)amide",C1CCC[N+]1(C)CCOCCOCCOCCOCC[N+]1(C)CCCC1.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)(F),0.19,0.094,bis(trifluoromethylsulfonyl)azanide;1-methyl-1-[2-[2-[2-[2-[2-(1-methylpyrrolidin-1-ium-1-yl)ethoxy]ethoxy]ethoxy]ethoxy]ethyl]pyrrolidin-1-ium
298,101.325,1210.0,ABcZnT,"1,1'-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) dicyanamide",[N-](C#N)C#N.C(COCC[N+]1(CCCC1)C)OCC[N+]1(CCCC1)C.[N-](C#N)C#N,0.0643,0.219,dicyanoazanide;1-methyl-1-[2-[2-[2-(1-methylpyrrolidin-1-ium-1-yl)ethoxy]ethoxy]ethyl]pyrrolidin-1-ium
298,101.325,1220.0,ABkxDq,"1,1'-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) dicyanamide",[N-](C#N)C#N.O(CCOCC[N+]1(CCCC1)C)CCOCC[N+]1(CCCC1)C.[N-](C#N)C#N,0.0604,0.252,dicyanoazanide;1-methyl-1-[2-[2-[2-[2-(1-methylpyrrolidin-1-ium-1-yl)ethoxy]ethoxy]ethoxy]ethyl]pyrrolidin-1-ium
298,101.325,1220.0,ABtWoQ,"1,1'-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-methylpyrrolidin-1-ium) dicyanamide",[N-](C#N)C#N.C(COCCOCCOCCOCC[N+]1(CCCC1)C)[N+]1(CCCC1)C.[N-](C#N)C#N,0.0495,0.145,dicyanoazanide;1-methyl-1-[2-[2-[2-[2-[2-(1-methylpyrrolidin-1-ium-1-yl)ethoxy]ethoxy]ethoxy]ethoxy]ethyl]pyrrolidin-1-ium
298,101.325,1510.0,ADNTiO,"3,3-(oxybis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=[N+](C=C1)CCOCC[N+]1=CN(C=C1)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)(F),0.411,0.065,bis(trifluoromethylsulfonyl)azanide;1-butyl-3-[2-[2-(3-butylimidazol-1-ium-1-yl)ethoxy]ethyl]imidazol-3-ium
298,101.325,1530.0,ADVsgU,"3,3-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl) amide",CCCCN1C=[N+](C=C1)CCOCCOCC[N+]1=CN(C=C1)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)(F),0.364,0.079,bis(trifluoromethylsulfonyl)azanide;1-butyl-3-[2-[2-[2-(3-butylimidazol-1-ium-1-yl)ethoxy]ethoxy]ethyl]imidazol-3-ium
298,101.325,1540.0,ADeQoB,"3,3-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",CCCCN1C=[N+](C=C1)CCOCCOCCOCC[N+]1=CN(C=C1)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)(F),0.333,0.072,bis(trifluoromethylsulfonyl)azanide;1-butyl-3-[2-[2-[2-[2-(3-butylimidazol-1-ium-1-yl)ethoxy]ethoxy]ethoxy]ethyl]imidazol-3-ium
298,101.325,1570.0,ADmpJc,"3,3-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-butyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl) amide",CCCCN1C=[N+](C=C1)CCOCCOCCOCCOCC[N+]1=CN(C=C1)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)(F),0.299,0.07,bis(trifluoromethylsulfonyl)azanide;1-butyl-3-[2-[2-[2-[2-[2-(3-butylimidazol-1-ium-1-yl)ethoxy]ethoxy]ethoxy]ethoxy]ethyl]imidazol-3-ium
298,101.325,1210.0,ABjBNu,"3,3-(oxybis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) dicyanamide",CCCCN1C=[N+](C=C1)CCOCC[N+]1=CN(C=C1)CCCC.N#C[N-]C#N,0.429,0.232,1-butyl-3-[2-[2-(3-butylimidazol-1-ium-1-yl)ethoxy]ethyl]imidazol-3-ium;dicyanoazanide
298,101.325,1210.0,ABraYK,"3,3'-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) dicyanamide",[N-](C#N)C#N.C(COCC[N+]1=CN(C=C1)CCCC)OCC[N+]1=CN(C=C1)CCCC.[N-](C#N)C#N,0.169,0.154,1-butyl-3-[2-[2-[2-(3-butylimidazol-1-ium-1-yl)ethoxy]ethoxy]ethyl]imidazol-3-ium;dicyanoazanide
298,101.325,1210.0,ABzyLE,"3,3-(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(1-butyl-1H-imidazol-3-ium) dicyanamide",CCCCN1C=[N+](C=C1)CCOCCOCCOCC[N+]1=CN(C=C1)CCCC.N#C[N-]C#N,0.135,0.17,1-butyl-3-[2-[2-[2-[2-(3-butylimidazol-1-ium-1-yl)ethoxy]ethoxy]ethoxy]ethyl]imidazol-3-ium;dicyanoazanide
298,101.325,1220.0,ACIXlq,"3,3-(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(1-butyl-1H-imidazol-3-ium) dicyanamide",CCCCN1C=[N+](C=C1)CCOCCOCCOCCOCC[N+]1=CN(C=C1)CCCC.N#C[N-]C#N,0.0753,0.131,1-butyl-3-[2-[2-[2-[2-[2-(3-butylimidazol-1-ium-1-yl)ethoxy]ethoxy]ethoxy]ethoxy]ethyl]imidazol-3-ium;dicyanoazanide
298,101.325,1600.0,ADAPnu,"(oxybis(ethane-2,1-diyl))bis(diethyl sulfonium) bis((trifluoromethyl)sulfonyl) amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.O(CC[S+](CC)CC)CC[S+](CC)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.366,0.25,bis(trifluoromethylsulfonyl)azanide;2-(2-diethylsulfonioethoxy)ethyl-diethylsulfanium
298,101.325,1570.0,ADInPn,"((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) bis((trifluoromethyl)sulfonyl) amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(COCC[S+](CC)CC)OCC[S+](CC)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.236,0.091,bis(trifluoromethylsulfonyl)azanide;2-[2-(2-diethylsulfonioethoxy)ethoxy]ethyl-diethylsulfanium
298,101.325,1540.0,ADRMPq,"(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) bis((trifluoromethyl) sulfonyl) amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.O(CCOCC[S+](CC)CC)CCOCC[S+](CC)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.128,0.13,bis(trifluoromethylsulfonyl)azanide;2-[2-[2-[2-(2-diethylsulfonioethoxy)ethoxy]ethoxy]ethoxy]ethyl-diethylsulfanium
298,101.325,1530.0,ADZlvz,"(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(diethylsulfonium) bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(COCCOCCOCCOCC[S+](CC)CC)[S+](CC)CC.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.1104,0.238,bis(trifluoromethylsulfonyl)azanide;2-[2-[2-[2-[2-(2-diethylsulfonioethoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethyl-diethylsulfanium
298,101.325,1250.0,ABVxTj,"(oxybis(ethane-2,1-diyl)) bis(diethylsulfonium)dicyanamide",[S+](CC)(CC)CCOCC[S+](CC)(CC).N#C[N-]C#N,0.368,0.187,dicyanoazanide;2-(2-diethylsulfonioethoxy)ethyl-diethylsulfanium
298,101.325,1240.0,ABeWeh,"((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) dicyanamide",[N-](C#N)C#N.C(COCC[S+](CC)CC)OCC[S+](CC)CC.[N-](C#N)C#N,0.361,0.067,dicyanoazanide;2-[2-(2-diethylsulfonioethoxy)ethoxy]ethyl-diethylsulfanium
298,101.325,1240.0,ABmuJN,"(((oxybis(ethane-2,1-diyl))bis(oxy))bis(ethane-2,1-diyl))bis(diethylsulfonium) dicyanamide",[N-](C#N)C#N.O(CCOCC[S+](CC)CC)CCOCC[S+](CC)CC.[N-](C#N)C#N,0.143,0.143,dicyanoazanide;2-[2-[2-(2-diethylsulfonioethoxy)ethoxy]ethoxy]ethyl-diethylsulfanium
298,101.325,1230.0,ABvTVY,"(3,6,9,12-tetraoxatetradecane-1,14-diyl)bis(diethylsulfonium) dicyanamide",[N-](C#N)C#N.C(COCCOCCOCCOCC[S+](CC)CC)[S+](CC)CC.[N-](C#N)C#N,0.0852,0.339,dicyanoazanide;2-[2-[2-[2-(2-diethylsulfonioethoxy)ethoxy]ethoxy]ethoxy]ethyl-diethylsulfanium
298,101.325,1570.0,ADGrPU,"1,1'-((ethane-1,2-diylbis(oxy))bis(ethane-2,1-diyl))bis(1-methylpyrrolidin-1-ium) bis((trifluoromethyl)sulfonyl) amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(COCC[N+]1(CCCC1)C)OCC[N+]1(CCCC1)C.FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.378,0.134,bis(trifluoromethylsulfonyl)azanide;1-methyl-1-[2-[2-[2-(1-methylpyrrolidin-1-ium-1-yl)ethoxy]ethoxy]ethyl]pyrrolidin-1-ium
293,101.325,1140.0,AAfTUy,"1,3-dimethylimidazolium dicyanamide",CN1C=C[N+](=C1)C.C(=[N-])=NC#N,0.0155,3.56,"cyanoiminomethylideneazanide;1,3-dimethylimidazol-1-ium"
293,101.325,1160.0,AAiEyR,1-ethyl-2-methylpyrazolium dicyanamide,CCN1C=CC=[N+]1C.C(=[N-])=NC#N,0.0246,1.7,cyanoiminomethylideneazanide;1-ethyl-2-methylpyrazol-2-ium
293,101.325,1060.0,AAiizd,N-ethyl-N-methylpyrrolidinium dicyanamide,CC[N+]1(CCCC1)C.C(=[N-])=NC#N,0.0275,2.0,cyanoiminomethylideneazanide;1-ethyl-1-methylpyrrolidin-1-ium
298,101.325,1168.0,AApALO,N-butyronitrilepyridinium dicyanamide,N#CCCC[N+]1=CC=CC=C1.N#C[N-]C#N,0.152,0.507,dicyanoazanide;4-pyridin-1-ium-1-ylbutanenitrile
298,101.325,1270.0,AAzmMV,"2-methoxy-N-ethyl-N,N-dimethylethan-1-aminium trifluoro(trifluoromethyl)borate",CC[N+](C)(C)CCOC.[B-](F)(F)(F)C(F)(F)(F),0.097,0.25,ethyl-(2-methoxyethyl)-dimethylazanium;trifluoro(trifluoromethyl)boranuide
298,101.325,1220.0,ABFGFm,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(trifluoromethyl)borate",CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)(F),0.151,0.2,triethyl(2-methoxyethyl)azanium;trifluoro(trifluoromethyl)boranuide
298,101.325,1250.0,ABLjug,"N,N-diethyl-N-methylbutan-1-aminium trifluoro(perfluoroethyl)borate",C[N+](CC)(CC)CCCC.[B-](F)(F)(F)C(F)(F)C(F)(F)(F),0.104,0.23,"butyl-diethyl-methylazanium;trifluoro(1,1,2,2,2-pentafluoroethyl)boranuide"
298,101.325,1410.0,ABQOZK,"2-methoxy-N,N,N-trimethylethan-1-aminium trifluoro(perfluoropropyl)borate",C[N+](C)(C)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),0.076,0.25,"2-methoxyethyl(trimethyl)azanium;trifluoro(1,1,2,2,3,3,3-heptafluoropropyl)boranuide"
298,101.325,1370.0,ABViss,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluoropropyl)borate",C[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),0.088,0.19,"diethyl-(2-methoxyethyl)-methylazanium;trifluoro(1,1,2,2,3,3,3-heptafluoropropyl)boranuide"
298,101.325,1340.0,ABYTYS,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluoropropyl)borate Chemical Formula: C12H22BF10NO",CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),0.091,0.18,"triethyl(2-methoxyethyl)azanium;trifluoro(1,1,2,2,3,3,3-heptafluoropropyl)boranuide"
298,101.325,1450.0,ABceSa,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluorobutyl)borate",CC[N+](C)(C)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),0.102,0.15,"ethyl-(2-methoxyethyl)-dimethylazanium;trifluoro(1,1,2,2,3,3,4,4,4-nonafluorobutyl)boranuide"
298,101.325,1420.0,ABfOcm,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluorobutyl)borate",CC[N+](CC)(C)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),0.118,0.13,"diethyl-(2-methoxyethyl)-methylazanium;trifluoro(1,1,2,2,3,3,4,4,4-nonafluorobutyl)boranuide"
298,101.325,1400.0,ABhzcW,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluorobutyl)borate",CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),0.135,0.11,"triethyl(2-methoxyethyl)azanium;trifluoro(1,1,2,2,3,3,4,4,4-nonafluorobutyl)boranuide"
298,101.325,1210.0,AAqGaH,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium tetrafluoroborate",F[B-](F)(F)F.C(C)[N+](CCOC)(C)C,0.335,0.17,ethyl-(2-methoxyethyl)-dimethylazanium;tetrafluoroborate
298,101.325,1180.0,ABCCEH,"N,N-diethyl-N-methylbutan-1-aminium trifluoro(trifluoromethyl)borate",C[N+](CC)(CC)CCCC.[B-](F)(F)(F)C(F)(F)(F),0.21,0.21,butyl-diethyl-methylazanium;trifluoro(trifluoromethyl)boranuide
298,101.325,1280.0,ABOnPe,"N,N,N-triethyl-2-methoxyethan-1-aminium trifluoro(perfluoroethyl)borate",CC[N+](CC)(CC)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)(F),0.087,0.24,"triethyl(2-methoxyethyl)azanium;trifluoro(1,1,2,2,2-pentafluoroethyl)boranuide"
298,101.325,1390.0,ABSyvW,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluoropropyl)borate",CC[N+](C)(C)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)C(F)(F)(F),0.07,0.26,"ethyl-(2-methoxyethyl)-dimethylazanium;trifluoro(1,1,2,2,3,3,3-heptafluoropropyl)boranuide"
298,101.325,1310.0,ABMCAe,"N,N-diethyl-2-methoxy-N-methylethan-1-aminium trifluoro(perfluoroethyl)borate",CC[N+](CC)(C)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)(F),0.068,0.32,"diethyl-(2-methoxyethyl)-methylazanium;trifluoro(1,1,2,2,2-pentafluoroethyl)boranuide"
298,101.325,1330.0,ABJSxU,"N-ethyl-2-methoxy-N,N-dimethylethan-1-aminium trifluoro(perfluoroethyl)borate",CC[N+](C)(C)CCOC.[B-](F)(F)(F)C(F)(F)C(F)(F)(F),0.058,0.38,"ethyl-(2-methoxyethyl)-dimethylazanium;trifluoro(1,1,2,2,2-pentafluoroethyl)boranuide"
298,101.325,1420.0,ABavwR,"N,N-diethyl-N-methylpropan-1-aminium bis((trifluoromethyl)sulfonyl)amide",FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[N+](CCC)(C)CC,0.094,0.22,bis(trifluoromethylsulfonyl)azanide;diethyl-methyl-propylazanium
298,101.325,1310.0,ABgaRG,1-pentyltetrahydrothiophenium bis(trifluoromethylsulfonyl)imide,[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(CCCC)[S+]1CCCC1,0.0911,0.146,bis(trifluoromethylsulfonyl)azanide;1-pentylthiolan-1-ium
298,101.325,987.4,AAWvlj,ethylammonium propionate,CCC(=O)O.CCN,0.075,0.0872,ethanamine;propanoicacid
298,101.325,1033.5,AARbUt,ethylammonium formate,CC[NH3+].C(=O)[O-],0.032,1.216,ethylazanium;formate
298,101.325,962.0,AAZfXg,ethylammonium butyrate,C(CCC)(=O)[O-].C(C)[NH3+],0.208,0.103,butanoate;ethylazanium
293,101.325,1269.0,ACDMfR,tributyl(2-(methylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[P+](CCSC)(CCCC)CCCC,0.53,0.0433,bis(trifluoromethylsulfonyl)azanide;tributyl(2-methylsulfanylethyl)phosphanium
293,101.325,1183.0,ABmktl,tributyl(2-(ethylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[P+](CCSCC)(CCCC)CCCC,0.48,0.0595,bis(fluorosulfonyl)azanide;tributyl(2-ethylsulfanylethyl)phosphanium
293,101.325,1076.0,ABUnvi,tributyl(2-(ethylthio)ethyl)phosphonium tetrafluoroborate,F[B-](F)(F)F.C(CCC)[P+](CCSCC)(CCCC)CCCC,1.847,0.0332,tributyl(2-ethylsulfanylethyl)phosphanium;tetrafluoroborate
293,101.325,1344.0,ABRGHd,triethyl((methylthio)methyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CSC)(CC)CC,0.0582,0.292,bis(fluorosulfonyl)azanide;triethyl(methylsulfanylmethyl)phosphanium
293,101.325,1328.0,ABTqGr,triethyl(2-(methylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCSC)(CC)CC,0.127,0.183,bis(fluorosulfonyl)azanide;triethyl(2-methylsulfanylethyl)phosphanium
293,101.325,1378.0,ABpmai,triethyl(2-(ethylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)[P+](CCSCC)(CC)CC,0.121,0.122,bis(trifluoromethylsulfonyl)azanide;triethyl(2-ethylsulfanylethyl)phosphanium
293,101.325,1299.0,ABWaZd,triethyl(2-(ethylthio)ethyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(C)[P+](CCSCC)(CC)CC,0.102,0.194,bis(fluorosulfonyl)azanide;triethyl(2-ethylsulfanylethyl)phosphanium
293,101.325,1207.0,ABhPNU,tributyl((methylthio)methyl)phosphonium bis(fluorosulfonyl)amide,FS(=O)(=O)[N-]S(=O)(=O)F.C(CCC)[P+](CSC)(CCCC)CCCC,0.256,0.0652,bis(fluorosulfonyl)azanide;tributyl(methylsulfanylmethyl)phosphanium
293,101.325,1096.0,ABPSKT,tributyl((methylthio)methyl)phosphonium tetrafluoroborate,F[B-](F)(F)F.C(CCC)[P+](CSC)(CCCC)CCCC,1.531,0.039,tributyl(methylsulfanylmethyl)phosphanium;tetrafluoroborate
293,101.325,1245.0,ACFwuF,tributyl(2-(ethylthio)ethyl)phosphonium bis(trifluoromethylsulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)[P+](CCSCC)(CCCC)CCCC,0.375,0.0457,bis(trifluoromethylsulfonyl)azanide;tributyl(2-ethylsulfanylethyl)phosphanium
298,101.325,1008.0,AAhkDu,ethyldiisopropylammonium formate,C(=O)[O-].C(C)[NH+](C(C)C)C(C)C,0.018,0.586,ethyl-di(propan-2-yl)azanium;formate
298,101.325,1287.5,ABqGQG,3-decyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide,FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCCCCCCCC)[N+]1=CNC=C1,0.1801,0.0238,bis(trifluoromethylsulfonyl)azanide;3-decyl-1H-imidazol-3-ium
